sentence,target,label,implicit,source
"i have found also, it is very easy to be able to access wireless internet access;",wireless internet access,0,0,laptops
this is a great value for the money.,value,0,0,laptops
"it was a great laptop, ran great and was really fast.",ran,0,0,laptops
the battery has never worked well.,battery,1,0,laptops
i will never buy another computer from dell ever again do to how awful it worked and how i was treated by the company.,company,1,0,laptops
the only problem is a lack of screen resolutions!,screen resolutions,1,0,laptops
"small enough to use on a long flight, light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,0,0,laptops
typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,1,0,laptops
typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,edges,1,0,laptops
"it has many great programs, such as ilife, iphotos and others.",programs,0,0,laptops
"it has many great programs, such as ilife, iphotos and others.",ILife,0,0,laptops
"it has many great programs, such as ilife, iphotos and others.",iPhotos,0,0,laptops
"the processor went on me, the fan went and the motherboard went.",processor,1,1,laptops
"the processor went on me, the fan went and the motherboard went.",fan,1,1,laptops
"the processor went on me, the fan went and the motherboard went.",motherboard,1,1,laptops
it is very well built.,built,0,0,laptops
i highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,0,0,laptops
the screen resolution was exactly what i was looking for.,screen resolution,0,0,laptops
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",Snow Leopard,0,1,laptops
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",CPU,1,0,laptops
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",Office Mac applications,1,1,laptops
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",Word,1,1,laptops
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",Excel,1,1,laptops
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",spinning wheel,1,0,laptops
there is no number pad to the right of the keyboard which is a bummer.,pad,1,0,laptops
there is no number pad to the right of the keyboard which is a bummer.,keyboard,1,0,laptops
after 20-30 min the screen of the notebook switched off.,screen,1,1,laptops
"if upgrade is possible to the full windows 7, then i will truly be a very happy geek.",Windows 7,0,0,laptops
"i was originally concerned that i couldn't view work i had done in college on my mac because of the pc formatting, but i was even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on macs.",programs,0,0,laptops
"i was originally concerned that i couldn't view work i had done in college on my mac because of the pc formatting, but i was even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on macs.",iLife,0,0,laptops
"i was originally concerned that i couldn't view work i had done in college on my mac because of the pc formatting, but i was even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on macs.",iWork,0,0,laptops
10 hours of battery life is really something else....,battery life,0,1,laptops
runs fast and the regular layout keyboard is so much better.,regular layout keyboard,0,0,laptops
runs fast and the regular layout keyboard is so much better.,Runs,0,0,laptops
"all the programs are easy and straight forward on my macbook pro, it is clean and organized, which i always strive to be myself.",programs,0,0,laptops
i reinstalled windows through the recovery discs and everything seemed good again.,windows,0,1,laptops
i reinstalled windows through the recovery discs and everything seemed good again.,recovery discs,0,1,laptops
"windows 7 starter is terrific (no you can't change the background) but i don't need to, i use it just for school work.",Windows 7 Starter,0,0,laptops
support has been lackluster and now i just want a refund.,Support,1,0,laptops
"first of all, they had no record of me having the 3 year warranty i'd paid almost $400 for, and i had to call in, spend hours on their online chat service, and fax in multiple documents.",3 year warranty,1,1,laptops
"first of all, they had no record of me having the 3 year warranty i'd paid almost $400 for, and i had to call in, spend hours on their online chat service, and fax in multiple documents.",online chat service,1,1,laptops
""">  iphoto is probably the best program i have ever worked with: easy and convenient.",iPhoto,0,0,laptops
i love to write and play with graphics and html programming and my new toshiba works great on both!,works,0,0,laptops
my laptop now has no battery.,battery,1,0,laptops
it made the computer much easier to use and navigate.,use,0,0,laptops
it made the computer much easier to use and navigate.,navigate,0,0,laptops
":-)if you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,1,1,laptops
"needs longer lasting battery, more than 1 to 2 hrs.",battery,1,0,laptops
in may i started having problems with the usb ports not working.,USB ports,1,0,laptops
10 plus hours of battery...,battery,0,1,laptops
"the design is awesome, quality is unprecedented.",design,0,0,laptops
"the design is awesome, quality is unprecedented.",quality,0,0,laptops
the mac version of microsoft office is cheaper than buying the actual and works just as well.,Mac version of Microsoft Office,0,0,laptops
"the mac takes about the same amount of starting-up time as the average pc, but keeps itself cleaned up and ready to use.",starting-up time,0,1,laptops
the toshiba net book operates very well.,operates,0,0,laptops
"the touch pad is fine - again, it's a real touch pad.",touch pad,0,0,laptops
the pictures are clear as can be.,pictures,0,0,laptops
"it is also very lightweight, making transporting this computer very easy.",transporting,0,0,laptops
it's wonderful for computer gaming.,gaming,0,0,laptops
you have to toss out the wifi card and replace it just to have any sort of network capability.,network capability,1,1,laptops
you have to toss out the wifi card and replace it just to have any sort of network capability.,wifi card,1,1,laptops
"and the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,0,0,laptops
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,0,0,laptops
"the flaws are, this computer is not for computer gamers because of the os x.",OS X,1,0,laptops
they really do have the worlds very worst repair service.,repair service,1,0,laptops
they need to stop outsoucing and send some complaint calls to us based customer service agents for those who live in the united states.,customer service agents,1,1,laptops
  i was also able to install and use my photoshop and aftereffects programs easily.,Photoshop,0,0,laptops
  i was also able to install and use my photoshop and aftereffects programs easily.,AfterEffects programs,0,0,laptops
it's perfect for everything and runs faster than an average pc!,runs,0,0,laptops
 then after paying for it to be examined i was told it was same problem cited on website but i'd have to pay anyways since it was past warrenty.,warrenty,1,0,laptops
i'm already hooked on the sleek look and dependability that this laptop has shown.,look,0,0,laptops
i'm already hooked on the sleek look and dependability that this laptop has shown.,dependability,0,0,laptops
and having to deal with the company has been a even worse nightmare.,company,1,0,laptops
  i will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when i do so i don't run accross a situation like this again!,warranty,2,1,laptops
it has all the features that are necessary for college and if not they are able to be added onto the computer.,features,0,0,laptops
"i've owned this labtop for less then two months, already the mouse button has broke.",mouse button,1,0,laptops
"it did fairly well, other than it's poor performance, overheating and occational blue screen.",performance,1,0,laptops
"the touchpad is very intuitive, so much so that i never want to use buttons to click again!",touchpad,0,0,laptops
"the touchpad is very intuitive, so much so that i never want to use buttons to click again!",buttons,2,1,laptops
tons of bloatware and junk programs.,programs,1,0,laptops
lots of extra space but the keyboard is ridiculously small.,space,0,0,laptops
lots of extra space but the keyboard is ridiculously small.,keyboard,1,0,laptops
it's so bad that i'm thinking i only got half a battery or something.,battery,1,0,laptops
"good keyboard, long battery life, largest hard drive and windows 7.",keyboard,0,0,laptops
"good keyboard, long battery life, largest hard drive and windows 7.",battery life,0,0,laptops
"good keyboard, long battery life, largest hard drive and windows 7.",hard drive,0,0,laptops
"good keyboard, long battery life, largest hard drive and windows 7.",windows 7,0,1,laptops
the processor is very quick and effective as i load webpages and applications.,processor,0,0,laptops
the processor is very quick and effective as i load webpages and applications.,applications,2,1,laptops
the processor is very quick and effective as i load webpages and applications.,load,0,0,laptops
the processor is very quick and effective as i load webpages and applications.,webpages,2,1,laptops
my battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,battery,1,0,laptops
"it pretty much does everything we could ever need, and looks great to boot.",boot,0,0,laptops
"as a lifelong windows user, i was extremely pleased to make the change to mac.",Windows,1,0,laptops
"the macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day i bought it.",runs,0,0,laptops
"i wiped nearly everything off of it, installed openoffice and firefox, and i am operating an incredibly efficient and useful machine for a great price.",OpenOffice,2,1,laptops
"i wiped nearly everything off of it, installed openoffice and firefox, and i am operating an incredibly efficient and useful machine for a great price.",Firefox,2,1,laptops
"i wiped nearly everything off of it, installed openoffice and firefox, and i am operating an incredibly efficient and useful machine for a great price.",price,0,0,laptops
"overall i feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",quality,1,0,laptops
"overall i feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",performance,1,0,laptops
"overall i feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",battery life,0,0,laptops
"i picked it out because it was inexpensive ($400) and i thought it would be a good, easy to use first laptop.",use,0,0,laptops
my only problem is i can not reg. the product key.,PRODUCT KEY,1,0,laptops
pay attention to the specs if you want these options.,specs,2,1,laptops
it also does not have bluetooth.,bluetooth,1,1,laptops
sure it has the one touch keys but that was the best feature of the computer.,one touch keys,0,0,laptops
great battery life.,battery life,0,0,laptops
the real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,0,0,laptops
the real stand out on this computer is the feel of the keyboard and it's speed.,speed,0,0,laptops
"at first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,0,0,laptops
"at first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",price,0,0,laptops
delivery was early too.,Delivery,0,0,laptops
love the stability of the mac software and operating system.,stability,0,0,laptops
love the stability of the mac software and operating system.,Mac software,0,0,laptops
love the stability of the mac software and operating system.,operating system,0,0,laptops
and that probably explains why i've already had my sata controller go bad within a year of buying it.,SATA controller,1,1,laptops
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,video editing,0,0,laptops
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,performance,1,1,laptops
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,mobile video editing,2,1,laptops
my main reason to convert was the imovie program.,imovie program,0,1,laptops
it has a faster processor and more ram.,processor,0,0,laptops
it has a faster processor and more ram.,ram,0,0,laptops
"laptops are usually used on the go, so why not give you a better battery?",battery,1,0,laptops
i wasn't a big fan of the netbooks but this one was very well designed.,designed,0,0,laptops
and the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,0,1,laptops
i still have that stupid bluetooth mouse to!,bluetooth mouse,1,0,laptops
"would like more trendy, high tech features.",features,1,0,laptops
keyboard is great but primary and secondary control buttons could be more durable.,Keyboard,0,0,laptops
keyboard is great but primary and secondary control buttons could be more durable.,control buttons,1,0,laptops
"i got it back again and was told the motherboard had been replaced, so i was now on the second motherboard within 3 months.",motherboard,1,0,laptops
processor - when compared to my 3 week old early 2011 edition there i barely experience any difference in performance (2.3 ghz v/s 2.4 ghz).,Processor,2,1,laptops
processor - when compared to my 3 week old early 2011 edition there i barely experience any difference in performance (2.3 ghz v/s 2.4 ghz).,performance,2,1,laptops
"they say it could be the motherboard again, but dell",motherboard,1,1,laptops
2nd best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,patches,1,0,laptops
"love the speed, especially!",speed,0,0,laptops
it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3.,system memory,1,0,laptops
it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3.,radeon 5850,1,1,laptops
it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3.,DDR5,0,1,laptops
it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3.,DDR3,1,1,laptops
"not only are the versions of these programs able to be saved, worked on and opened on both a pc and mac, the versions of these programs on a mac are graphically and functionally superior.",programs,0,0,laptops
"the speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",speed,0,0,laptops
awesome laptop and the perfect size to carry around in college.,size,0,0,laptops
" a month later, we reinstall the os (vista).",OS (Vista),1,1,laptops
"some problems can be fixed if you purchase new software, but there is no guarentee.",software,1,1,laptops
my real problem with it? the statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life,1,0,laptops
the battery life is also relatively good.,battery life,0,0,laptops
"  i definitely suggest getting an extended warranty, you will probably need it!",extended warranty,0,0,laptops
"i have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",features,0,0,laptops
"i have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",programs,0,0,laptops
"i have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",use,0,0,laptops
"i don't have stupid pop up windows (even when i have pop ups blocked), i don't have to wait 5 minutes for a webpage to download, and best of all i can run all the web programming software i need to use all at once without slowing me down.",pop up windows,0,0,laptops
"i don't have stupid pop up windows (even when i have pop ups blocked), i don't have to wait 5 minutes for a webpage to download, and best of all i can run all the web programming software i need to use all at once without slowing me down.",web programming software,0,0,laptops
"i don't have stupid pop up windows (even when i have pop ups blocked), i don't have to wait 5 minutes for a webpage to download, and best of all i can run all the web programming software i need to use all at once without slowing me down.",pop ups,2,1,laptops
memory is upgradable.,Memory,0,0,laptops
"web access through the 3g network is so slow, it's very frustrating and very disappointing.",3G network,1,0,laptops
"web access through the 3g network is so slow, it's very frustrating and very disappointing.",Web access,1,0,laptops
the large screen also helps when you are working in design based programs like adobe creative suite.,screen,0,0,laptops
the large screen also helps when you are working in design based programs like adobe creative suite.,design based programs,2,1,laptops
the large screen also helps when you are working in design based programs like adobe creative suite.,Adobe Creative Suite,2,1,laptops
moral of the story:-do not buy anything from companies that do not respect their customers.,companies,1,1,laptops
this is my first dell i heard their customer service was lacking and that they were working on improving it!,customer service,1,0,laptops
as well as having the plug in the computer come loose.,plug,1,0,laptops
second hdd cover has walls inside that need to be broken if you what to install one.,HDD cover,2,0,laptops
if you want more information on macs i suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications,2,1,laptops
great product by apple with the new great looking design.,design,0,0,laptops
i love the keyboard.,keyboard,0,0,laptops
"i use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",iphoto,0,0,laptops
"i use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",program,0,0,laptops
i will have to purchase spy ware or nortell for privacy protection.,Spy ware,2,1,laptops
i will have to purchase spy ware or nortell for privacy protection.,Nortell,2,1,laptops
i was said it's videocard.,videocard,1,1,laptops
for the price and what i get out of it has exceeded my expectations.,price,0,1,laptops
"if your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",drivers,1,1,laptops
the only thing i wish is the 15 inch macbook pro has much better speakers on the side of the keyboard.,speakers,1,0,laptops
the only thing i wish is the 15 inch macbook pro has much better speakers on the side of the keyboard.,keyboard,2,1,laptops
"  now, as easy as it is to use, and i do think it is a great starter laptop.",use,0,0,laptops
"setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",Setting,1,1,laptops
"setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",screen size,1,1,laptops
"setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",pixel sizes,1,1,laptops
it had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,1,1,laptops
"ever since i bought this laptop, so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines.",customer services,1,0,laptops
"ever since i bought this laptop, so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines.",toshiba customer services,1,1,laptops
"also, the space bar makes a noisy click every time you use it.",space bar,1,0,laptops
iphotos is an excellent program for storing and organizing photos.,iPhotos,0,0,laptops
iphotos is an excellent program for storing and organizing photos.,program,0,0,laptops
other than that its a great performing machine and well meets all my needs and more.,performing,0,0,laptops
"called tech support and got the usual acer ""we don't support software but for $$$ we can help you"" i explained there was no software involved in booting.",software,1,1,laptops
"called tech support and got the usual acer ""we don't support software but for $$$ we can help you"" i explained there was no software involved in booting.",booting,1,1,laptops
"the programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs,0,0,laptops
"the programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",iphoto,0,0,laptops
"the programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imail,0,0,laptops
"the programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imovie,0,0,laptops
"the only thing i didn't learn in my research was the software i would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,2,1,laptops
comfterbale to use light easy to transport.,use,0,1,laptops
comfterbale to use light easy to transport.,transport,0,1,laptops
the computer itself is a good product but the repair depot stinks.,repair depot,1,0,laptops
i thought the price was great for the specs.,price,0,0,laptops
i thought the price was great for the specs.,specs,0,0,laptops
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive,1,0,laptops
"so, the hard disk capacity really doesn't matter to me.",hard disk capacity,2,0,laptops
keys stick periodically and i havent had the laptop for 45 days yet.,Keys,1,0,laptops
i also like that you can scroll down in a window using two fingers on the trackpad.,trackpad,0,0,laptops
everything from the design to the os is simple and to the point.,design,0,0,laptops
everything from the design to the os is simple and to the point.,OS,0,0,laptops
i'v spent as much for shipping as i would to buy a new netbook -- of course a different brand.,shipping,1,1,laptops
i personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming look,0,0,laptops
i personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming performance,0,1,laptops
this just keeps having it's hard drive replaced!,hard drive,1,0,laptops
"when you look at the specs on apple products in comparison to a dell or a hp, yes they do seem to offer less for a higher cost.",cost,1,0,laptops
the only downfall is the volume control.,volume control,1,0,laptops
very fast boot up and shut down.,boot up,0,0,laptops
very fast boot up and shut down.,shut down,0,0,laptops
i finally decided on this laptop because it was the right price for what i need it.,price,0,0,laptops
"if internet connectivity is important i would recommend going with a dell net book for 50 bucks more, or buy a usb wireless card.",internet connectivity,2,0,laptops
"if internet connectivity is important i would recommend going with a dell net book for 50 bucks more, or buy a usb wireless card.",USB wireless card,2,0,laptops
i had read online that some users were having sound problems.,sound,1,0,laptops
"my last computer, a toshiba, cost only $400, and worked like a charm for many years.",cost,0,1,laptops
it discharges too quickly.,discharges,1,0,laptops
"but to be honest, the compatibility issues and the other little quirks make me think i ll buy a pc next time.",compatibility,1,0,laptops
then it ceased charging at all.,charging,1,0,laptops
"i do not experience a lot of heat coming out of it, however i would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",stand,2,0,laptops
"i do not experience a lot of heat coming out of it, however i would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",design,1,1,laptops
"i do not experience a lot of heat coming out of it, however i would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",heat sink,1,0,laptops
"*=webcam is a bit laggy, not the greatest.",Webcam,1,0,laptops
"i am not much of a computer techie, so i can understand some of the internal problems, though i do have trend micro as an antiviral program.",trend micro,2,1,laptops
"i am not much of a computer techie, so i can understand some of the internal problems, though i do have trend micro as an antiviral program.",antiviral program,2,1,laptops
"the computer continued to give me issues and in late june it completely died again and i tried to call acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",warrenty,1,1,laptops
i've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,plastic piece,1,0,laptops
i've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,usb port wires,2,0,laptops
wonderful sleek case design is only on the outside.,case design,0,0,laptops
it is speedy when connected wirelessly to any network regardless if the connection is weak or not.,connection,2,0,laptops
the pricing is very competitive.,pricing,0,0,laptops
connecting to my wireless router via built-in wireless took no time at all.,built-in wireless,0,1,laptops
this computer is exceptionally thin for it's screen size and processing power.,screen size,0,0,laptops
this computer is exceptionally thin for it's screen size and processing power.,processing power,0,0,laptops
i have not had a problem with the applications quitting or freezing.,applications,0,1,laptops
"maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen,1,0,laptops
this wiped out several programs that were installed on the computer when it was bought.,programs,1,1,laptops
"it's graphics aren't bad at all, for the lower end of the macbook pro spectrum, easily capable of running starcraft ii and other games with comparable graphics.",graphics,0,0,laptops
"i have vista, so i am unable to install and uninstall  some programs.",Vista,1,1,laptops
"i have vista, so i am unable to install and uninstall  some programs.",programs,1,1,laptops
"i have vista, so i am unable to install and uninstall  some programs.",install,1,0,laptops
"i have vista, so i am unable to install and uninstall  some programs.",uninstall ,1,1,laptops
"the screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",screen,0,0,laptops
"the screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",keyboard,0,0,laptops
the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse,1,1,laptops
for those that care about noise this thing doesn't really make any;,noise,0,1,laptops
"i had my iworks, itunes, email, ms office, network and printers set up and completely working perfectly within an hour.",IWORKS,0,0,laptops
"i had my iworks, itunes, email, ms office, network and printers set up and completely working perfectly within an hour.",Itunes,0,0,laptops
"i had my iworks, itunes, email, ms office, network and printers set up and completely working perfectly within an hour.",MS Office,0,0,laptops
the macbooks are small enough to be very portable yet hold tons of information and performance.,performance,0,0,laptops
the only downfall is a lot of the software i have won't work with mac and iwork is not worth the price of it.,iWork,1,0,laptops
the only downfall is a lot of the software i have won't work with mac and iwork is not worth the price of it.,software,1,0,laptops
the only downfall is a lot of the software i have won't work with mac and iwork is not worth the price of it.,price,1,0,laptops
"whenever tried to turn it on, it would restart as soon as the bios launched windows (or winblows, as i like ot call it).",BIOS,1,1,laptops
"whenever tried to turn it on, it would restart as soon as the bios launched windows (or winblows, as i like ot call it).",Windows,1,1,laptops
but there's this application called boot camp which allows you to add another os x like windows.,application,2,1,laptops
but there's this application called boot camp which allows you to add another os x like windows.,OS X,2,1,laptops
but there's this application called boot camp which allows you to add another os x like windows.,Boot Camp,2,1,laptops
but there's this application called boot camp which allows you to add another os x like windows.,Windows,2,1,laptops
the mousepad is a huge pain in the arse!,mousepad,1,0,laptops
"i hope to edit this in the next few hours, i am going to try to install my own copy of windows 7.",Windows 7,2,1,laptops
") i also purchased  applecare  for $300, which is a three year extended warranty, since i ve never seen any laptop that lasted more than two.",Applecare,2,1,laptops
") i also purchased  applecare  for $300, which is a three year extended warranty, since i ve never seen any laptop that lasted more than two.",extended warranty,2,1,laptops
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",windows,2,1,laptops
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",programs,2,1,laptops
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",cad programs,2,1,laptops
"i run windows via bootcamp for the couple programs i do not want to buy a mac version of, like my cad programs.",bootcamp,2,1,laptops
"whenever i call dell about an unrelated problem, they ask me if my laptop is running slowly and if i'd like to purchase more memory for $75.",memory,2,1,laptops
  since then i have had minor problems with slow operation.,operation,1,0,laptops
registration/1st use is easy.,use,0,0,laptops
take your time and go through the tutorials patiently.,tutorials,2,0,laptops
  this time the mouse pad and right click key wouldn't work!,mouse pad,1,1,laptops
  this time the mouse pad and right click key wouldn't work!,right click key,1,1,laptops
the first full charge of this battery got me only about 2 full hours.,battery,1,1,laptops
the first full charge of this battery got me only about 2 full hours.,full charge,1,1,laptops
"i bought a cordless mouse for it, but don't always take it out;",cordless mouse,0,1,laptops
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,0,0,laptops
it took toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support,1,1,laptops
it took toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,1,1,laptops
they only stay charged a little over an hour.,charged,1,1,laptops
  i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,1,1,laptops
  i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,online chat,2,1,laptops
keyboard could use some trimming.,Keyboard,1,0,laptops
its white color is stylish for college students and easy to take to carry and take to classes.,color,0,0,laptops
"returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and usb ports inoperative.",keyboard,1,0,laptops
"returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and usb ports inoperative.",speaker grill,1,0,laptops
"returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and usb ports inoperative.",buttons,1,0,laptops
"returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and usb ports inoperative.",USB ports,1,0,laptops
i got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty,0,1,laptops
the letter a stopped working after the first week.,letter A,1,0,laptops
this is what i call a good after sales service.,after sales service,0,1,laptops
i took off a star because the machine has a lot of junk software on it.,software,1,0,laptops
"with what i do know how to do, the computer works beautiful.",works,0,0,laptops
tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk,1,1,laptops
tried to make a recovey disk wouldnt get passed the first recovery disk.,recovery disk,1,1,laptops
"most everything is fine with this machine: speed, capacity, build.",speed,0,0,laptops
"most everything is fine with this machine: speed, capacity, build.",capacity,0,0,laptops
"most everything is fine with this machine: speed, capacity, build.",build,0,0,laptops
"for the same price, you get a lot more in the asus....1920x1080 res.",price,1,1,laptops
"i made a photo book as a gift, on my computer, pushed ""buy"" and it drew from my itunes account and sent the book to my house, the book was of perfect quality-exactly how i had created it and looked better than i had even imagined.",iTunes,2,1,laptops
"i use this for my tutoring business, and since i'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",portability,0,0,laptops
"i use this for my tutoring business, and since i'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",battery life,0,0,laptops
it is in the best condition and has a really high quality.,quality,0,0,laptops
when it come time for warranty service to toshiba you don't matter.,warranty service to Toshiba,2,0,laptops
  however the frozen screens kept happening.,screens,1,0,laptops
"it is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,1,0,laptops
"it is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,1,0,laptops
3) horrible customer support,customer support,1,0,laptops
the led backlit display makes my pictures pop so much more.,LED backlit display,0,1,laptops
"apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,0,0,laptops
runs smooth and quick.,Runs,0,0,laptops
the downside to this netbook is pretty much the same for any netbook: screen size is not something i'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,2,0,laptops
the downside to this netbook is pretty much the same for any netbook: screen size is not something i'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,2,1,laptops
the graphics are great.,graphics,0,0,laptops
in 5 months the connect quality got worse and worse.,connect quality,1,0,laptops
"the big screen allows you to enjoy watching movies , pictures and etc!",screen,0,0,laptops
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphone,1,0,laptops
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic jack,1,0,laptops
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,2,0,laptops
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphones,1,1,laptops
